Temperature,RMS,Peak,Health,Efficiency,Status,FaultType
34.62,0.216,0.327,85.5,96.1,HEALTHY,Healthy
35.68,0.214,0.325,84.1,95.3,HEALTHY,Healthy
32.52,0.29,0.439,80.5,94.8,HEALTHY,Healthy
34.15,0.27,0.41,81.8,95.1,HEALTHY,Healthy
28.5,0.192,0.292,87.1,96.5,HEALTHY,Healthy
34.08,0.292,0.439,80.4,94.8,HEALTHY,Healthy
29.79,0.205,0.311,86.2,96.3,HEALTHY,Healthy
29.6,0.216,0.327,85.5,96.1,HEALTHY,Healthy
40.96,0.34,0.521,63.9,86.7,WARNING,Bearing
35.9,0.586,0.873,58.9,88.4,WARNING,Imbalance
34.52,0.28,0.423,81.2,95.0,HEALTHY,Healthy
30.38,0.265,0.401,82.2,95.2,HEALTHY,Healthy
41.03,0.399,0.615,59.7,85.6,WARNING,Bearing
33.08,0.276,0.417,81.4,95.0,HEALTHY,Healthy
39.74,0.39,0.602,63.1,87.3,WARNING,Bearing
40.82,0.356,0.576,62.6,86.6,WARNING,Misalignment
32.39,0.234,0.354,84.3,95.8,HEALTHY,Healthy
30.99,0.295,0.446,80.2,94.7,HEALTHY,Healthy
28.19,0.249,0.378,83.2,95.5,HEALTHY,Healthy
54.7,0.669,1.136,9.5,64.3,CRITICAL,Critical
35.04,0.184,0.278,87.5,96.6,HEALTHY,Healthy
43.72,0.333,0.541,57.8,83.5,WARNING,Misalignment
31.96,0.248,0.377,83.3,95.5,HEALTHY,Healthy
28.25,0.214,0.325,85.6,96.2,HEALTHY,Healthy
29.66,0.276,0.417,81.5,95.0,HEALTHY,Healthy
32.85,0.262,0.397,82.4,95.3,HEALTHY,Healthy
52.91,0.742,1.239,8.6,65.2,CRITICAL,Critical
32.72,0.184,0.279,87.6,96.7,HEALTHY,Healthy
30.11,0.227,0.345,84.7,95.9,HEALTHY,Healthy
28.06,0.186,0.283,87.5,96.6,HEALTHY,Healthy
32.21,0.156,0.238,89.5,97.2,HEALTHY,Healthy
42.81,0.424,0.676,53.7,83.0,WARNING,Misalignment
53.23,0.687,1.163,11.5,65.8,CRITICAL,Critical
35.38,0.169,0.259,87.7,96.5,HEALTHY,Healthy
33.85,0.244,0.369,83.6,95.6,HEALTHY,Healthy
35.64,0.228,0.35,83.2,95.1,HEALTHY,Healthy
39.19,0.373,0.603,65.0,88.3,WARNING,Misalignment
37.3,0.316,0.487,73.5,91.6,WARNING,Bearing
35.84,0.236,0.356,82.3,94.7,HEALTHY,Healthy
40.37,0.386,0.626,61.5,86.6,WARNING,Misalignment
39.87,0.348,0.543,65.6,87.9,WARNING,Bearing
34.62,0.216,0.327,85.5,96.1,HEALTHY,Healthy
31.48,0.22,0.333,85.2,96.0,HEALTHY,Healthy
54.11,0.671,1.188,9.7,65.0,CRITICAL,Critical
30.45,0.286,0.431,80.8,94.9,HEALTHY,Healthy
37.61,0.368,0.566,69.3,90.2,WARNING,Bearing
54.52,0.636,1.119,11.5,65.1,CRITICAL,Critical
40.04,0.421,0.672,59.9,86.4,WARNING,Misalignment
28.11,0.264,0.401,82.2,95.2,HEALTHY,Healthy
43.89,0.463,0.736,48.7,81.0,WARNING,Misalignment
32.71,0.194,0.293,86.9,96.5,HEALTHY,Healthy
31.71,0.26,0.394,82.5,95.3,HEALTHY,Healthy
30.51,0.265,0.402,82.2,95.2,HEALTHY,Healthy
32.89,0.244,0.371,83.6,95.6,HEALTHY,Healthy
28.91,0.243,0.368,83.7,95.6,HEALTHY,Healthy
35.33,0.158,0.243,88.6,96.7,HEALTHY,Healthy
35.39,0.245,0.368,82.7,95.1,HEALTHY,Healthy
32.45,0.215,0.327,85.5,96.1,HEALTHY,Healthy
38.02,0.668,0.988,48.9,84.4,WARNING,Imbalance
43.18,0.354,0.569,57.6,83.8,WARNING,Misalignment
30.42,0.251,0.379,83.1,95.5,HEALTHY,Healthy
28.1,0.178,0.273,88.0,96.8,HEALTHY,Healthy
34.72,0.252,0.382,83.0,95.5,HEALTHY,Healthy
43.0,0.427,0.684,53.0,82.7,WARNING,Misalignment
37.62,0.564,0.831,56.7,86.7,WARNING,Imbalance
30.35,0.275,0.415,81.5,95.1,HEALTHY,Healthy
40.01,0.455,0.721,57.8,85.8,WARNING,Misalignment
29.12,0.186,0.284,87.5,96.7,HEALTHY,Healthy
39.99,0.413,0.659,60.7,86.6,WARNING,Misalignment
28.92,0.237,0.357,84.1,95.7,HEALTHY,Healthy
35.57,0.255,0.387,81.6,94.7,HEALTHY,Healthy
31.56,0.221,0.337,85.1,96.0,HEALTHY,Healthy
30.86,0.237,0.359,84.0,95.7,HEALTHY,Healthy
34.94,0.241,0.366,83.8,95.7,HEALTHY,Healthy
38.13,0.564,0.832,55.6,86.1,WARNING,Imbalance
29.27,0.208,0.316,86.0,96.3,HEALTHY,Healthy
29.93,0.268,0.404,82.0,95.2,HEALTHY,Healthy
29.13,0.199,0.304,86.6,96.4,HEALTHY,Healthy
37.21,0.568,0.843,57.2,87.1,WARNING,Imbalance
39.61,0.667,0.986,45.4,82.5,WARNING,Imbalance
30.75,0.288,0.435,80.7,94.8,HEALTHY,Healthy
31.49,0.166,0.253,88.8,97.0,HEALTHY,Healthy
39.51,0.414,0.66,61.6,87.1,WARNING,Misalignment
51.39,0.692,1.16,15.4,67.9,CRITICAL,Critical
34.34,0.273,0.418,81.5,95.1,HEALTHY,Healthy
29.66,0.284,0.43,80.9,94.9,HEALTHY,Healthy
43.11,0.363,0.59,57.0,83.7,WARNING,Misalignment
32.11,0.242,0.366,83.7,95.7,HEALTHY,Healthy
33.6,0.275,0.417,81.5,95.0,HEALTHY,Healthy
41.62,0.421,0.652,56.8,84.5,WARNING,Bearing
39.79,0.448,0.738,58.3,86.2,WARNING,Misalignment
43.64,0.442,0.712,50.5,81.7,WARNING,Misalignment
51.19,0.651,1.115,18.3,68.8,CRITICAL,Critical
37.9,0.619,0.92,52.3,85.4,WARNING,Imbalance
33.82,0.197,0.302,86.7,96.4,HEALTHY,Healthy
39.13,0.557,0.826,53.8,85.0,WARNING,Imbalance
33.04,0.206,0.314,86.1,96.3,HEALTHY,Healthy
51.94,0.689,1.16,14.3,67.3,CRITICAL,Critical
39.64,0.612,0.904,49.0,83.4,WARNING,Imbalance
34.18,0.176,0.267,88.2,96.8,HEALTHY,Healthy
35.07,0.187,0.286,87.2,96.5,HEALTHY,Healthy
31.05,0.213,0.322,85.7,96.2,HEALTHY,Healthy
40.31,0.344,0.566,64.3,87.4,WARNING,Misalignment
31.64,0.289,0.438,80.6,94.8,HEALTHY,Healthy
28.11,0.176,0.268,88.1,96.8,HEALTHY,Healthy
39.69,0.347,0.562,65.7,88.1,WARNING,Misalignment
30.99,0.282,0.427,81.1,94.9,HEALTHY,Healthy
37.63,0.531,0.784,58.9,87.3,WARNING,Imbalance
40.13,0.453,0.718,57.7,85.7,WARNING,Misalignment
51.9,0.654,1.149,16.0,67.9,CRITICAL,Critical
31.68,0.229,0.345,84.6,95.9,HEALTHY,Healthy
35.47,0.24,0.364,82.8,95.1,HEALTHY,Healthy
28.3,0.253,0.382,83.0,95.4,HEALTHY,Healthy
31.26,0.204,0.309,86.3,96.3,HEALTHY,Healthy
34.32,0.27,0.41,81.8,95.1,HEALTHY,Healthy
36.15,0.598,0.882,57.7,87.9,WARNING,Imbalance
29.45,0.229,0.346,84.6,95.9,HEALTHY,Healthy
30.56,0.284,0.429,80.9,94.9,HEALTHY,Healthy
30.24,0.178,0.273,88.0,96.8,HEALTHY,Healthy
35.48,0.168,0.254,87.6,96.4,HEALTHY,Healthy
37.94,0.639,0.947,50.9,85.0,WARNING,Imbalance
37.98,0.593,0.882,53.8,85.7,WARNING,Imbalance
28.16,0.161,0.246,89.1,97.1,HEALTHY,Healthy
34.34,0.251,0.379,83.1,95.5,HEALTHY,Healthy
30.12,0.212,0.32,85.8,96.2,HEALTHY,Healthy
46.41,0.526,0.817,39.2,76.8,CRITICAL,Bearing
33.78,0.187,0.283,87.4,96.6,HEALTHY,Healthy
32.57,0.183,0.279,87.6,96.7,HEALTHY,Healthy
30.69,0.27,0.409,81.9,95.1,HEALTHY,Healthy
34.66,0.183,0.281,87.6,96.7,HEALTHY,Healthy
32.18,0.183,0.277,87.7,96.7,HEALTHY,Healthy
42.2,0.369,0.612,58.4,84.7,WARNING,Misalignment
40.01,0.422,0.679,59.9,86.4,WARNING,Misalignment
36.7,0.601,0.89,56.2,87.1,WARNING,Imbalance
33.19,0.154,0.236,89.6,97.2,HEALTHY,Healthy
30.17,0.175,0.267,88.2,96.9,HEALTHY,Healthy
40.24,0.355,0.553,64.3,87.3,WARNING,Bearing
30.65,0.233,0.352,84.3,95.8,HEALTHY,Healthy
37.88,0.651,0.964,50.3,84.8,WARNING,Imbalance
28.75,0.183,0.278,87.7,96.7,HEALTHY,Healthy
30.24,0.281,0.424,81.1,94.9,HEALTHY,Healthy
31.28,0.251,0.38,83.1,95.5,HEALTHY,Healthy
29.74,0.242,0.367,83.7,95.7,HEALTHY,Healthy
28.45,0.221,0.337,85.1,96.0,HEALTHY,Healthy
54.75,0.648,1.099,10.9,64.6,CRITICAL,Critical
28.01,0.215,0.326,85.5,96.1,HEALTHY,Healthy
30.57,0.24,0.363,83.9,95.7,HEALTHY,Healthy
52.91,0.659,1.16,13.4,66.6,CRITICAL,Critical
51.92,0.74,1.306,9.7,66.4,CRITICAL,Critical
37.17,0.39,0.602,68.8,90.4,WARNING,Bearing
31.5,0.297,0.449,80.1,94.7,HEALTHY,Healthy
34.44,0.266,0.404,82.1,95.2,HEALTHY,Healthy
39.92,0.335,0.55,65.9,88.1,WARNING,Misalignment
49.35,0.57,0.894,29.5,72.5,CRITICAL,Bearing
31.54,0.244,0.368,83.6,95.6,HEALTHY,Healthy
51.67,0.628,1.062,19.1,68.7,CRITICAL,Critical
53.25,0.686,1.203,10.8,65.8,CRITICAL,Critical
35.07,0.245,0.37,83.4,95.5,HEALTHY,Healthy
41.44,0.343,0.528,62.6,86.1,WARNING,Bearing
39.32,0.655,0.969,46.9,83.0,WARNING,Imbalance
29.32,0.216,0.327,85.5,96.1,HEALTHY,Healthy
30.5,0.199,0.306,86.5,96.4,HEALTHY,Healthy
53.99,0.647,1.098,12.6,65.6,CRITICAL,Critical
29.82,0.271,0.41,81.8,95.1,HEALTHY,Healthy
40.93,0.341,0.522,63.9,86.8,WARNING,Bearing
33.47,0.184,0.28,87.6,96.7,HEALTHY,Healthy
51.54,0.712,1.196,13.6,67.3,CRITICAL,Critical
32.22,0.248,0.375,83.3,95.5,HEALTHY,Healthy
39.59,0.442,0.704,59.5,86.5,WARNING,Misalignment
32.79,0.221,0.336,85.1,96.0,HEALTHY,Healthy
34.59,0.275,0.415,81.5,95.1,HEALTHY,Healthy
33.13,0.285,0.429,80.9,94.9,HEALTHY,Healthy
28.39,0.261,0.395,82.4,95.3,HEALTHY,Healthy
32.68,0.207,0.314,86.0,96.3,HEALTHY,Healthy
33.9,0.304,0.459,79.6,94.5,HEALTHY,Healthy
39.06,0.58,0.856,52.5,84.7,WARNING,Imbalance
34.64,0.271,0.41,81.8,95.1,HEALTHY,Healthy
49.51,0.554,0.889,29.9,72.6,CRITICAL,Bearing
41.22,0.403,0.646,58.6,85.3,WARNING,Misalignment
29.03,0.176,0.267,88.2,96.8,HEALTHY,Healthy
33.68,0.235,0.355,84.2,95.8,HEALTHY,Healthy
53.31,0.644,1.132,13.6,66.4,CRITICAL,Critical
38.28,0.637,0.945,50.3,84.6,WARNING,Imbalance
34.09,0.195,0.296,86.9,96.5,HEALTHY,Healthy
30.91,0.158,0.242,89.3,97.2,HEALTHY,Healthy
33.27,0.277,0.419,81.4,95.0,HEALTHY,Healthy
51.14,0.702,1.184,15.1,68.0,CRITICAL,Critical
30.6,0.268,0.406,81.9,95.2,HEALTHY,Healthy
33.84,0.161,0.247,89.1,97.1,HEALTHY,Healthy
37.6,0.575,0.855,55.9,86.5,WARNING,Imbalance
28.64,0.302,0.457,79.7,94.6,HEALTHY,Healthy
34.9,0.18,0.272,87.9,96.8,HEALTHY,Healthy
32.94,0.266,0.403,82.1,95.2,HEALTHY,Healthy
39.02,0.385,0.591,65.1,88.3,WARNING,Bearing
36.75,0.551,0.82,59.4,88.0,WARNING,Imbalance
53.65,0.665,1.127,12.1,65.7,CRITICAL,Critical
34.63,0.175,0.264,88.3,96.9,HEALTHY,Healthy
35.88,0.21,0.32,83.9,95.2,HEALTHY,Healthy
52.19,0.717,1.203,11.9,66.5,CRITICAL,Critical
34.11,0.274,0.414,81.6,95.1,HEALTHY,Healthy
30.59,0.167,0.253,88.8,97.0,HEALTHY,Healthy
32.25,0.169,0.259,88.6,97.0,HEALTHY,Healthy
29.08,0.212,0.322,85.7,96.2,HEALTHY,Healthy
28.9,0.263,0.396,82.4,95.3,HEALTHY,Healthy
51.5,0.727,1.218,12.7,67.1,CRITICAL,Critical
29.98,0.231,0.35,84.5,95.8,HEALTHY,Healthy
31.5,0.297,0.448,80.1,94.7,HEALTHY,Healthy
39.81,0.393,0.602,62.9,87.2,WARNING,Bearing
43.81,0.371,0.597,55.0,82.7,WARNING,Misalignment
28.78,0.279,0.419,81.3,95.0,HEALTHY,Healthy
37.02,0.639,0.945,53.0,86.1,WARNING,Imbalance
31.46,0.176,0.268,88.1,96.8,HEALTHY,Healthy
33.29,0.179,0.272,87.9,96.8,HEALTHY,Healthy
30.28,0.199,0.303,86.6,96.4,HEALTHY,Healthy
46.32,0.828,1.292,18.7,71.5,CRITICAL,Imbalance
30.49,0.294,0.444,80.3,94.7,HEALTHY,Healthy
29.96,0.304,0.458,79.6,94.5,HEALTHY,Healthy
37.38,0.627,0.933,52.9,85.9,WARNING,Imbalance
28.5,0.209,0.317,85.9,96.2,HEALTHY,Healthy
29.1,0.239,0.364,83.9,95.7,HEALTHY,Healthy
41.97,0.395,0.64,57.3,84.5,WARNING,Misalignment
38.33,0.553,0.831,55.6,86.1,WARNING,Imbalance
28.51,0.178,0.27,88.0,96.8,HEALTHY,Healthy
29.07,0.186,0.283,87.5,96.6,HEALTHY,Healthy
34.01,0.257,0.388,82.7,95.4,HEALTHY,Healthy
29.74,0.273,0.413,81.6,95.1,HEALTHY,Healthy
33.31,0.202,0.306,86.4,96.4,HEALTHY,Healthy
39.44,0.347,0.538,66.6,88.4,WARNING,Bearing
28.67,0.261,0.396,82.4,95.3,HEALTHY,Healthy
28.0,0.176,0.266,88.2,96.8,HEALTHY,Healthy
33.35,0.227,0.344,84.7,95.9,HEALTHY,Healthy
34.73,0.289,0.436,80.6,94.8,HEALTHY,Healthy
31.53,0.162,0.247,89.0,97.1,HEALTHY,Healthy
37.66,0.658,0.981,50.2,85.0,WARNING,Imbalance
53.16,0.666,1.134,13.0,66.2,CRITICAL,Critical
33.32,0.256,0.39,82.7,95.4,HEALTHY,Healthy
33.07,0.229,0.346,84.6,95.9,HEALTHY,Healthy
49.32,0.56,0.899,29.9,72.7,CRITICAL,Misalignment
29.55,0.235,0.355,84.2,95.8,HEALTHY,Healthy
29.72,0.185,0.28,87.6,96.7,HEALTHY,Healthy
35.73,0.243,0.367,82.1,94.8,HEALTHY,Healthy
28.79,0.161,0.246,89.1,97.1,HEALTHY,Healthy
50.27,0.603,0.952,25.2,70.8,CRITICAL,Misalignment
47.96,0.738,1.147,21.3,71.2,CRITICAL,Imbalance
37.3,0.614,0.914,53.9,86.2,WARNING,Imbalance
35.31,0.171,0.26,87.8,96.6,HEALTHY,Healthy
41.64,0.424,0.676,56.3,84.4,WARNING,Misalignment
38.17,0.346,0.53,69.7,90.0,WARNING,Bearing
47.98,0.787,1.258,17.3,70.3,CRITICAL,Imbalance
42.86,0.426,0.68,53.5,82.9,WARNING,Misalignment
33.04,0.253,0.385,83.0,95.4,HEALTHY,Healthy
41.11,0.427,0.681,57.2,85.0,WARNING,Misalignment
28.7,0.191,0.289,87.2,96.6,HEALTHY,Healthy
34.24,0.171,0.26,88.5,96.9,HEALTHY,Healthy
39.51,0.622,0.923,48.6,83.4,WARNING,Imbalance
52.59,0.652,1.114,15.2,67.2,CRITICAL,Critical
29.97,0.218,0.331,85.3,96.1,HEALTHY,Healthy
35.7,0.238,0.36,82.5,94.9,HEALTHY,Healthy
42.85,0.441,0.703,52.4,82.6,WARNING,Misalignment
29.2,0.27,0.406,81.9,95.1,HEALTHY,Healthy
40.39,0.367,0.591,62.8,86.9,WARNING,Misalignment
32.08,0.18,0.273,87.9,96.8,HEALTHY,Healthy
41.24,0.423,0.682,57.1,84.9,WARNING,Misalignment
41.67,0.352,0.569,61.0,85.7,WARNING,Misalignment
33.33,0.209,0.316,86.0,96.2,HEALTHY,Healthy
40.16,0.353,0.544,64.7,87.5,WARNING,Bearing
43.14,0.387,0.619,55.5,83.3,WARNING,Misalignment
34.17,0.236,0.357,84.1,95.8,HEALTHY,Healthy
42.26,0.428,0.682,54.6,83.6,WARNING,Misalignment
38.66,0.586,0.864,53.0,85.1,WARNING,Imbalance
31.33,0.25,0.378,83.2,95.5,HEALTHY,Healthy
34.39,0.154,0.236,89.6,97.2,HEALTHY,Healthy
30.72,0.238,0.359,84.0,95.7,HEALTHY,Healthy
29.12,0.287,0.435,80.7,94.8,HEALTHY,Healthy
32.32,0.212,0.322,85.7,96.2,HEALTHY,Healthy
33.05,0.221,0.333,85.2,96.0,HEALTHY,Healthy
37.76,0.654,0.974,50.2,84.9,WARNING,Imbalance
35.01,0.554,0.821,63.0,90.0,WARNING,Imbalance
28.5,0.196,0.296,86.8,96.5,HEALTHY,Healthy
39.22,0.633,0.939,48.5,83.5,WARNING,Imbalance
28.87,0.252,0.384,83.0,95.5,HEALTHY,Healthy
28.3,0.235,0.356,84.2,95.8,HEALTHY,Healthy
32.5,0.263,0.398,82.3,95.3,HEALTHY,Healthy
35.81,0.26,0.393,80.7,94.3,HEALTHY,Healthy
39.41,0.563,0.829,52.8,84.6,WARNING,Imbalance
34.49,0.251,0.378,83.2,95.5,HEALTHY,Healthy
30.98,0.209,0.317,85.9,96.2,HEALTHY,Healthy
41.77,0.349,0.535,61.5,85.6,WARNING,Bearing
33.03,0.211,0.32,85.8,96.2,HEALTHY,Healthy
42.33,0.364,0.59,58.7,84.7,WARNING,Misalignment
44.22,0.746,1.178,28.7,75.5,WARNING,Imbalance
35.56,0.289,0.435,79.4,94.1,HEALTHY,Healthy
30.97,0.212,0.322,85.7,96.2,HEALTHY,Healthy
51.87,0.608,0.955,21.4,68.8,CRITICAL,Misalignment
35.55,0.237,0.359,82.8,95.1,HEALTHY,Healthy
35.45,0.591,0.885,59.4,88.8,WARNING,Imbalance
34.87,0.266,0.402,82.1,95.2,HEALTHY,Healthy
30.1,0.203,0.307,86.3,96.3,HEALTHY,Healthy
33.31,0.276,0.418,81.4,95.0,HEALTHY,Healthy
31.48,0.233,0.352,84.4,95.8,HEALTHY,Healthy
37.54,0.585,0.862,55.5,86.4,WARNING,Imbalance
38.42,0.413,0.633,64.6,88.5,WARNING,Bearing
35.82,0.605,0.892,57.9,88.1,WARNING,Imbalance
30.96,0.275,0.417,81.5,95.1,HEALTHY,Healthy
48.47,0.565,0.891,31.7,73.7,CRITICAL,Misalignment
28.6,0.239,0.36,84.0,95.7,HEALTHY,Healthy
29.96,0.26,0.392,82.6,95.3,HEALTHY,Healthy
43.66,0.427,0.684,51.5,81.9,WARNING,Misalignment
33.12,0.189,0.287,87.3,96.6,HEALTHY,Healthy
41.11,0.377,0.608,60.5,85.9,WARNING,Misalignment
39.96,0.323,0.5,67.2,88.2,WARNING,Bearing
41.11,0.38,0.585,60.8,85.8,WARNING,Bearing
32.89,0.247,0.375,83.4,95.6,HEALTHY,Healthy
29.48,0.27,0.407,81.9,95.1,HEALTHY,Healthy
30.22,0.19,0.288,87.2,96.6,HEALTHY,Healthy
37.08,0.608,0.9,54.9,86.6,WARNING,Imbalance
42.83,0.446,0.711,52.1,82.6,WARNING,Misalignment
40.74,0.328,0.509,65.1,87.2,WARNING,Bearing
35.01,0.223,0.337,85.0,96.0,HEALTHY,Healthy
28.56,0.175,0.267,88.2,96.8,HEALTHY,Healthy
35.25,0.267,0.405,81.5,94.9,HEALTHY,Healthy
40.88,0.337,0.52,64.2,86.9,WARNING,Bearing
41.0,0.411,0.658,58.5,85.4,WARNING,Misalignment
31.0,0.285,0.431,80.8,94.9,HEALTHY,Healthy
28.35,0.283,0.428,81.0,94.9,HEALTHY,Healthy
33.01,0.272,0.412,81.7,95.1,HEALTHY,Healthy
34.27,0.302,0.454,79.8,94.6,HEALTHY,Healthy
39.48,0.326,0.504,68.1,88.8,WARNING,Bearing
30.88,0.194,0.295,86.9,96.5,HEALTHY,Healthy
30.06,0.211,0.319,85.8,96.2,HEALTHY,Healthy
39.05,0.317,0.492,69.6,89.4,WARNING,Bearing
29.79,0.248,0.375,83.3,95.5,HEALTHY,Healthy
39.95,0.422,0.686,59.9,86.5,WARNING,Misalignment
37.79,0.64,0.957,51.0,85.1,WARNING,Imbalance
32.87,0.175,0.269,88.2,96.8,HEALTHY,Healthy
35.61,0.615,0.913,57.6,88.2,WARNING,Imbalance
38.99,0.538,0.804,55.2,85.5,WARNING,Imbalance
31.43,0.249,0.378,83.2,95.5,HEALTHY,Healthy
52.73,0.685,1.178,12.4,66.4,CRITICAL,Critical
49.71,0.49,0.819,33.3,73.5,CRITICAL,Misalignment
32.59,0.256,0.389,82.8,95.4,HEALTHY,Healthy
29.04,0.216,0.327,85.5,96.1,HEALTHY,Healthy
32.47,0.293,0.446,80.2,94.7,HEALTHY,Healthy
35.0,0.587,0.872,60.8,89.4,WARNING,Imbalance
34.43,0.223,0.338,85.0,96.0,HEALTHY,Healthy
33.01,0.256,0.386,82.8,95.4,HEALTHY,Healthy
35.69,0.222,0.335,83.6,95.2,HEALTHY,Healthy
31.32,0.275,0.417,81.5,95.0,HEALTHY,Healthy
37.41,0.546,0.81,58.3,87.3,WARNING,Imbalance
38.04,0.345,0.538,69.8,90.1,WARNING,Bearing
32.59,0.248,0.376,83.3,95.5,HEALTHY,Healthy
40.85,0.441,0.704,56.8,85.0,WARNING,Misalignment
28.9,0.198,0.3,86.7,96.4,HEALTHY,Healthy
31.66,0.212,0.322,85.7,96.2,HEALTHY,Healthy
53.4,0.658,1.16,12.3,66.1,CRITICAL,Critical
31.25,0.275,0.418,81.5,95.0,HEALTHY,Healthy
30.94,0.183,0.277,87.7,96.7,HEALTHY,Healthy
33.11,0.231,0.349,84.5,95.8,HEALTHY,Healthy
29.02,0.276,0.417,81.4,95.0,HEALTHY,Healthy
34.15,0.195,0.295,86.9,96.5,HEALTHY,Healthy
30.75,0.211,0.32,85.8,96.2,HEALTHY,Healthy
28.79,0.258,0.391,82.6,95.3,HEALTHY,Healthy
40.34,0.343,0.559,64.5,87.4,WARNING,Misalignment
32.48,0.201,0.306,86.4,96.4,HEALTHY,Healthy
29.4,0.203,0.309,86.3,96.4,HEALTHY,Healthy
32.76,0.211,0.32,85.8,96.2,HEALTHY,Healthy
29.17,0.239,0.36,84.0,95.7,HEALTHY,Healthy
37.93,0.321,0.494,71.8,90.7,WARNING,Bearing
42.03,0.417,0.668,55.8,84.1,WARNING,Misalignment
33.27,0.304,0.457,79.6,94.5,HEALTHY,Healthy
39.59,0.33,0.512,67.5,88.6,WARNING,Bearing
31.8,0.154,0.235,89.6,97.2,HEALTHY,Healthy
32.61,0.228,0.345,84.7,95.9,HEALTHY,Healthy
50.0,0.552,0.857,29.5,72.1,CRITICAL,Bearing
33.37,0.166,0.255,88.8,97.0,HEALTHY,Healthy
29.17,0.165,0.25,88.9,97.0,HEALTHY,Healthy
51.19,0.675,1.171,16.3,68.4,CRITICAL,Critical
30.22,0.216,0.327,85.5,96.1,HEALTHY,Healthy
28.54,0.174,0.263,88.3,96.9,HEALTHY,Healthy
33.21,0.178,0.273,88.0,96.8,HEALTHY,Healthy
31.5,0.269,0.405,82.0,95.2,HEALTHY,Healthy
28.06,0.238,0.36,84.0,95.7,HEALTHY,Healthy
32.15,0.234,0.354,84.3,95.8,HEALTHY,Healthy
31.73,0.194,0.296,86.9,96.5,HEALTHY,Healthy
31.53,0.285,0.432,80.8,94.9,HEALTHY,Healthy
38.61,0.61,0.908,51.3,84.7,WARNING,Imbalance
31.91,0.211,0.32,85.8,96.2,HEALTHY,Healthy
36.26,0.6,0.888,57.3,87.7,WARNING,Imbalance
35.2,0.255,0.384,82.5,95.2,HEALTHY,Healthy
32.48,0.225,0.341,84.9,95.9,HEALTHY,Healthy
34.18,0.219,0.331,85.3,96.1,HEALTHY,Healthy
34.2,0.219,0.334,85.2,96.1,HEALTHY,Healthy
28.03,0.167,0.253,88.8,97.0,HEALTHY,Healthy
40.73,0.434,0.691,57.6,85.3,WARNING,Misalignment
35.17,0.246,0.371,83.1,95.4,HEALTHY,Healthy
35.07,0.58,0.857,61.2,89.5,WARNING,Imbalance
32.1,0.292,0.442,80.3,94.7,HEALTHY,Healthy
30.69,0.293,0.444,80.3,94.7,HEALTHY,Healthy
53.98,0.7,1.179,9.0,64.6,CRITICAL,Critical
30.98,0.178,0.272,88.0,96.8,HEALTHY,Healthy
37.3,0.373,0.587,69.5,90.5,WARNING,Bearing
34.43,0.266,0.401,82.2,95.2,HEALTHY,Healthy
41.18,0.36,0.581,61.5,86.1,WARNING,Misalignment
28.47,0.238,0.359,84.0,95.7,HEALTHY,Healthy
35.68,0.248,0.375,81.8,94.7,HEALTHY,Healthy
43.75,0.381,0.617,54.4,82.6,WARNING,Misalignment
34.1,0.272,0.412,81.7,95.1,HEALTHY,Healthy
30.2,0.184,0.28,87.6,96.7,HEALTHY,Healthy
32.82,0.286,0.431,80.8,94.9,HEALTHY,Healthy
35.37,0.268,0.405,81.2,94.7,HEALTHY,Healthy
31.78,0.247,0.372,83.4,95.6,HEALTHY,Healthy
29.39,0.259,0.392,82.6,95.3,HEALTHY,Healthy
34.95,0.228,0.346,84.7,95.9,HEALTHY,Healthy
28.75,0.281,0.423,81.2,94.9,HEALTHY,Healthy
35.41,0.612,0.906,58.3,88.5,WARNING,Imbalance
38.0,0.614,0.912,52.4,85.3,WARNING,Imbalance
32.41,0.254,0.383,83.0,95.4,HEALTHY,Healthy
30.9,0.215,0.324,85.6,96.1,HEALTHY,Healthy
29.8,0.169,0.258,88.6,97.0,HEALTHY,Healthy
29.55,0.202,0.306,86.4,96.4,HEALTHY,Healthy
33.36,0.167,0.254,88.8,97.0,HEALTHY,Healthy
31.01,0.166,0.251,88.8,97.0,HEALTHY,Healthy
37.06,0.647,0.96,52.3,85.9,WARNING,Imbalance
40.67,0.374,0.573,62.2,86.5,WARNING,Bearing
33.06,0.295,0.443,80.2,94.7,HEALTHY,Healthy
41.01,0.311,0.491,65.5,87.2,WARNING,Bearing
31.33,0.197,0.303,86.6,96.4,HEALTHY,Healthy
42.45,0.474,0.749,51.2,82.5,WARNING,Misalignment
36.92,0.637,0.946,53.2,86.2,WARNING,Imbalance
34.07,0.297,0.448,80.0,94.6,HEALTHY,Healthy
43.74,0.381,0.613,54.5,82.7,WARNING,Misalignment
31.05,0.2,0.303,86.6,96.4,HEALTHY,Healthy
39.09,0.622,0.928,49.4,83.9,WARNING,Imbalance
36.38,0.657,0.981,53.0,86.5,WARNING,Imbalance
33.08,0.246,0.373,83.4,95.6,HEALTHY,Healthy
38.82,0.433,0.665,62.3,87.6,WARNING,Bearing
39.63,0.425,0.657,61.0,86.8,WARNING,Bearing
29.22,0.188,0.286,87.3,96.6,HEALTHY,Healthy
34.55,0.161,0.244,89.2,97.1,HEALTHY,Healthy
34.14,0.193,0.294,87.0,96.5,HEALTHY,Healthy
30.01,0.284,0.429,80.9,94.9,HEALTHY,Healthy
29.85,0.293,0.442,80.3,94.7,HEALTHY,Healthy
